customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05852,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.14,55.81,No
CUST-05853,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer (automatic),64.66,3243.94,No
CUST-05854,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),47.67,1487.43,Yes
CUST-05855,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,30.43,1212.12,No
CUST-05856,Male,0,No,No,48,No,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),27.52,1343.18,No
CUST-05857,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,54.76,2675.7,No
CUST-05858,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),81.48,3453.26,No
CUST-05859,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),103.75,5647.48,No
CUST-05860,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,38.36,1927.24,No
CUST-05861,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,62.46,3625.22,No
CUST-05862,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Electronic check,59.2,981.25,No
CUST-05863,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,71.34,1954.66,No
CUST-05864,Female,1,No,Yes,68,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,100.96,6909.88,No
CUST-05865,Male,0,No,No,64,No,No phone service,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),75.36,4827.74,No
CUST-05866,Female,0,No,Yes,30,Yes,No,DSL,Yes,No,Two year,Yes,Mailed check,104.67,3115.13,No
CUST-05867,Male,1,Yes,Yes,36,Yes,Yes,DSL,No,Yes,Two year,No,Electronic check,71.86,2532.98,No
CUST-05868,Male,0,Yes,No,67,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),80.38,5327.0,Yes
CUST-05869,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.74,3054.7,No
CUST-05870,Male,0,Yes,No,55,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.31,5663.61,No
CUST-05871,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,112.38,6272.78,No
CUST-05872,Male,0,No,Yes,68,No,No phone service,Fiber optic,No,No,One year,Yes,Electronic check,83.91,5669.7,No
CUST-05873,Male,0,No,Yes,44,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,102.08,4390.16,No
CUST-05874,Male,1,No,No,31,No,No phone service,DSL,No,No,Month-to-month,No,Electronic check,25.9,757.24,No
CUST-05875,Female,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),110.61,6401.02,No
CUST-05876,Male,1,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,38.89,1984.35,No
CUST-05877,Female,1,No,Yes,23,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),45.65,1182.95,No
CUST-05878,Female,1,Yes,Yes,28,No,No phone service,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),25.33,642.22,No
CUST-05879,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),116.54,1922.27,Yes
CUST-05880,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),105.2,3886.37,No
CUST-05881,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,111.32,2309.4,No
CUST-05882,Female,0,Yes,No,17,Yes,No,DSL,Yes,Yes,Two year,Yes,Mailed check,104.72,1767.77,No
CUST-05883,Male,1,No,No,37,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.95,2514.85,Yes
CUST-05884,Male,0,No,No,19,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,112.41,2147.12,Yes
CUST-05885,Male,0,No,Yes,30,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),116.95,3459.4,No
CUST-05886,Female,1,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,70.26,3189.67,No
CUST-05887,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,One year,No,Bank transfer (automatic),37.56,662.11,No
CUST-05888,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Two year,No,Credit card (automatic),85.86,5256.76,No
CUST-05889,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,117.54,4210.05,No
CUST-05890,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),107.21,5645.9,No
CUST-05891,Male,0,No,Yes,19,No,No phone service,DSL,No,No,Month-to-month,Yes,Credit card (automatic),106.18,2028.39,No
CUST-05892,Female,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,113.38,4988.95,Yes
CUST-05893,Female,1,Yes,No,7,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,109.4,745.91,No
CUST-05894,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,97.63,4279.76,No
CUST-05895,Female,0,No,Yes,68,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.83,6255.45,Yes
CUST-05896,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),46.48,1567.05,No
CUST-05897,Male,0,No,Yes,66,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),82.13,5443.29,No
CUST-05898,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,No,One year,Yes,Credit card (automatic),72.15,4994.51,No
CUST-05899,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,One year,No,Credit card (automatic),106.19,5780.8,No
CUST-05900,Female,0,Yes,No,10,No,No phone service,Fiber optic,No,Yes,One year,Yes,Electronic check,69.17,718.09,No
CUST-05901,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,32.77,1328.61,No
CUST-05902,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,One year,No,Bank transfer (automatic),20.5,790.71,No
CUST-05903,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.79,6056.25,No
CUST-05904,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),74.99,762.81,No
CUST-05905,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,53.1,561.75,No
CUST-05906,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,One year,Yes,Mailed check,36.9,2106.18,No
CUST-05907,Male,1,No,Yes,51,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,66.67,3439.63,No
CUST-05908,Male,0,No,No,21,Yes,Yes,DSL,Yes,No,Two year,No,Bank transfer (automatic),30.03,651.26,No
CUST-05909,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.61,392.57,Yes
CUST-05910,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Two year,No,Mailed check,57.92,3752.98,No
CUST-05911,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,One year,Yes,Electronic check,66.56,2006.7,Yes
CUST-05912,Male,1,No,No,49,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,66.66,3091.85,Yes
CUST-05913,Male,0,No,Yes,9,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,45.7,348.75,No
CUST-05914,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Two year,No,Credit card (automatic),105.02,1843.4,No
CUST-05915,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55.55,3802.83,Yes
CUST-05916,Male,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,42.96,2487.38,No
CUST-05917,Male,1,No,Yes,57,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,37.58,2136.23,No
CUST-05918,Female,1,No,No,62,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,52.26,3275.85,No
CUST-05919,Female,0,No,No,52,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card (automatic),26.76,1371.19,No
CUST-05920,Female,1,Yes,Yes,61,Yes,Yes,DSL,Yes,No,Month-to-month,No,Credit card (automatic),23.29,1404.58,No
CUST-05921,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,One year,No,Mailed check,80.51,3229.93,No
CUST-05922,Female,0,No,No,38,Yes,Yes,DSL,No,Yes,One year,Yes,Credit card (automatic),81.91,3154.91,No
CUST-05923,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,No,Yes,One year,No,Credit card (automatic),72.96,3195.43,No
CUST-05924,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),96.23,6046.54,No
CUST-05925,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,Two year,No,Mailed check,23.92,429.94,No
CUST-05926,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,113.6,5672.69,No
CUST-05927,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,No,One year,No,Bank transfer (automatic),29.51,1040.58,No
CUST-05928,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),87.4,1175.11,No
CUST-05929,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.34,2043.09,No
CUST-05930,Male,0,Yes,No,43,Yes,Yes,DSL,No,No,One year,No,Bank transfer (automatic),107.99,4562.87,No
CUST-05931,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,One year,Yes,Mailed check,71.07,3537.78,No
CUST-05932,Female,1,Yes,Yes,36,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),28.23,1077.24,No
CUST-05933,Male,0,No,No,10,Yes,No,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),81.67,761.15,No
CUST-05934,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Electronic check,20.91,103.2,No
CUST-05935,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,97.6,5607.03,No
CUST-05936,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,85.06,104.35,No
CUST-05937,Male,0,No,No,71,Yes,No,Fiber optic,No,No,One year,No,Bank transfer (automatic),41.26,2829.74,No
CUST-05938,Male,0,Yes,Yes,58,Yes,No,DSL,Yes,Yes,One year,Yes,Bank transfer (automatic),57.48,3277.44,No
CUST-05939,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,20.78,465.46,No
CUST-05940,Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,89.37,5017.18,Yes
CUST-05941,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,52.27,1078.7,No
CUST-05942,Female,0,No,No,54,Yes,No,DSL,Yes,Yes,Two year,No,Credit card (automatic),77.16,4205.67,No
CUST-05943,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,115.67,2903.84,No
CUST-05944,Female,0,No,No,28,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,49.95,1419.62,No
CUST-05945,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,One year,Yes,Bank transfer (automatic),119.02,566.62,No
CUST-05946,Male,0,Yes,Yes,21,Yes,No,DSL,Yes,No,Two year,No,Mailed check,83.27,1754.38,No
CUST-05947,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),44.21,811.45,No
CUST-05948,Male,1,Yes,No,47,Yes,Yes,DSL,No,No,Two year,Yes,Electronic check,63.68,3078.26,Yes
CUST-05949,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,No,Two year,No,Credit card (automatic),94.05,6542.27,No
CUST-05950,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,Two year,No,Credit card (automatic),64.65,3721.24,No
CUST-05951,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,26.85,504.37,No
CUST-05952,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),36.86,2433.13,No
CUST-05953,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),99.13,291.37,No
CUST-05954,Male,1,No,No,42,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,84.84,3622.15,Yes
CUST-05955,Male,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),76.98,1579.45,No
CUST-05956,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,36.76,1477.51,Yes
CUST-05957,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,One year,Yes,Mailed check,103.78,6975.23,No
CUST-05958,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,116.07,2867.68,No
CUST-05959,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.09,1340.18,No
CUST-05960,Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,27.8,1495.95,No
CUST-05961,Male,0,No,No,44,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,108.47,4769.32,Yes
CUST-05962,Female,0,No,Yes,56,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),101.56,5724.88,No
CUST-05963,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,81.79,4464.73,No
CUST-05964,Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,114.5,7960.18,No
CUST-05965,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,84.64,5621.01,Yes
CUST-05966,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,41.6,762.44,Yes
CUST-05967,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,92.86,566.18,No
CUST-05968,Female,1,No,Yes,63,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,84.57,5289.9,No
CUST-05969,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.57,5047.32,No
CUST-05970,Female,0,No,No,42,No,No phone service,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),41.39,1791.39,No
CUST-05971,Male,1,Yes,Yes,59,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,79.79,4651.59,No
CUST-05972,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),98.02,1887.32,No
CUST-05973,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Two year,No,Mailed check,53.9,895.84,No
CUST-05974,Male,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,Two year,Yes,Electronic check,57.97,1617.21,No
CUST-05975,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,108.79,5103.34,No
CUST-05976,Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,Two year,No,Electronic check,60.42,111.47,No
CUST-05977,Female,1,No,No,63,No,No phone service,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.47,5164.9,No
CUST-05978,Female,0,Yes,Yes,62,No,No phone service,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),108.92,6739.46,No
CUST-05979,Female,1,No,No,19,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.98,820.99,No
CUST-05980,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),118.19,2013.49,Yes
CUST-05981,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,90.2,6213.71,No
CUST-05982,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),69.61,2747.32,No
CUST-05983,Female,0,Yes,Yes,71,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer (automatic),63.09,4482.97,No
CUST-05984,Female,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,Two year,No,Electronic check,115.44,4549.67,No
CUST-05985,Female,0,No,Yes,36,Yes,Yes,DSL,No,Yes,One year,Yes,Credit card (automatic),40.57,1426.52,No
CUST-05986,Male,1,No,Yes,40,Yes,No,DSL,Yes,Yes,One year,No,Bank transfer (automatic),51.17,2060.4,No
CUST-05987,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,Two year,Yes,Mailed check,50.78,2329.48,No
CUST-05988,Male,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,48.9,273.27,No
CUST-05989,Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),66.85,1616.57,No
CUST-05990,Female,0,No,Yes,69,No,No phone service,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.92,8196.79,No
CUST-05991,Male,1,No,Yes,30,Yes,Yes,DSL,Yes,Yes,One year,Yes,Bank transfer (automatic),108.88,3200.6,No
CUST-05992,Female,1,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.79,3541.23,No
CUST-05993,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,62.29,1807.34,No
CUST-05994,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),86.95,5811.25,No
CUST-05995,Male,0,Yes,Yes,51,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card (automatic),21.72,1128.69,No
CUST-05996,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),102.02,2476.34,No
CUST-05997,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,No,One year,Yes,Credit card (automatic),107.98,1507.9,No
CUST-05998,Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Bank transfer (automatic),105.72,7252.66,No
CUST-05999,Male,0,No,Yes,18,No,No phone service,Fiber optic,Yes,Yes,Two year,No,Bank transfer (automatic),57.51,1022.98,No
CUST-06000,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,66.2,2886.23,No
CUST-06001,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,21.24,1184.66,Yes
CUST-06002,Male,1,No,No,12,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,59.94,679.89,No
CUST-06003,Female,1,Yes,No,17,Yes,No,DSL,No,Yes,One year,Yes,Credit card (automatic),66.04,1007.07,No
CUST-06004,Male,1,Yes,Yes,30,Yes,No,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),110.7,3373.19,No
CUST-06005,Female,0,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,Two year,Yes,Mailed check,109.4,2454.19,No
CUST-06006,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,116.61,121.02,No
CUST-06007,Male,0,Yes,No,32,Yes,Yes,DSL,No,No,One year,Yes,Mailed check,108.51,3577.65,No
CUST-06008,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,20.82,205.85,No
CUST-06009,Female,0,Yes,Yes,15,Yes,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,84.15,1280.16,No
CUST-06010,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,26.82,734.67,Yes
CUST-06011,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,Month-to-month,No,Mailed check,47.26,1149.93,No
CUST-06012,Female,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.83,4673.58,Yes
CUST-06013,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),90.06,3179.12,Yes
CUST-06014,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.46,2186.59,Yes
CUST-06015,Female,0,No,No,20,Yes,No,DSL,Yes,No,Two year,No,Credit card (automatic),24.91,517.18,No
CUST-06016,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,30.36,1995.07,No
CUST-06017,Female,1,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.86,1737.51,No
CUST-06018,Female,0,No,No,1,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),29.14,28.93,No
CUST-06019,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,Month-to-month,No,Credit card (automatic),37.82,389.28,No
CUST-06020,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),88.85,4195.77,No
CUST-06021,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Credit card (automatic),103.08,6102.95,No
CUST-06022,Male,0,No,Yes,62,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),60.88,3712.88,Yes
CUST-06023,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,89.28,1647.96,No
CUST-06024,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,40.0,1794.13,No
CUST-06025,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,Two year,No,Credit card (automatic),117.33,3774.89,No
CUST-06026,Male,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.0,1442.04,No
CUST-06027,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,104.59,1871.5,No
CUST-06028,Female,1,No,Yes,39,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,114.54,4443.54,No
CUST-06029,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),106.47,5204.58,No
CUST-06030,Female,0,Yes,Yes,44,Yes,Yes,DSL,Yes,No,Two year,No,Bank transfer (automatic),26.71,1171.09,No
CUST-06031,Male,1,No,Yes,54,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,85.03,4610.24,No
CUST-06032,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),32.01,1083.53,No
CUST-06033,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),20.57,1504.2,No
CUST-06034,Male,0,Yes,Yes,36,Yes,No,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),25.18,879.8,No
CUST-06035,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Two year,No,Mailed check,111.61,2030.47,No
CUST-06036,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,110.85,4170.68,No
CUST-06037,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.58,2601.35,No
CUST-06038,Male,1,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,74.71,694.09,No
CUST-06039,Male,1,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.5,5855.64,Yes
CUST-06040,Female,0,No,Yes,35,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.67,2525.18,No
CUST-06041,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.36,322.72,No
CUST-06042,Male,1,Yes,No,14,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,68.32,921.8,Yes
CUST-06043,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.02,2964.04,No
CUST-06044,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.73,214.02,No
CUST-06045,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),98.33,3777.96,No
CUST-06046,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.17,4103.3,No
CUST-06047,Male,0,Yes,No,25,Yes,No,DSL,No,No,Two year,No,Mailed check,45.2,1085.08,No
CUST-06048,Female,0,No,No,28,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,52.65,1407.32,No
CUST-06049,Male,0,No,Yes,66,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,27.78,1865.27,No
CUST-06050,Female,1,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),69.74,1617.27,Yes
CUST-06051,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,34.81,1136.97,No
CUST-06052,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,One year,No,Mailed check,101.15,2441.01,No
CUST-06053,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),62.06,3099.96,No
CUST-06054,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,96.5,1884.98,No
CUST-06055,Female,0,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,One year,Yes,Electronic check,115.45,4371.53,No
CUST-06056,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,104.95,5693.72,Yes
CUST-06057,Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,115.15,7772.05,No
CUST-06058,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Two year,No,Bank transfer (automatic),76.79,130.41,No
CUST-06059,Male,0,No,Yes,7,Yes,Yes,DSL,No,Yes,One year,Yes,Electronic check,36.53,269.55,No
CUST-06060,Male,1,Yes,Yes,57,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),113.54,6544.6,No
